Department Family ,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Item Text, £ ,Postal Code
Department for Transport,DVSA,28/03/2024,RATES,ESTATES,DERBY CITY COUNCIL (RATES ONLY),1900011604,OTRC - DERBY (ALVASTON) GVTS - RATES 2024 - 2025," £28,392.00 ",#
Department For Transport,National Highways,21/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TILBURY DOUGLAS CONSTRUCTION LTD,955379,Renewals of Roads," £28,373.27 ",B37 7HQ
Department For Transport,National Highways,19/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,Mason Street Furniture Ltd,954484,Carbon," £28,362.96 ",NN29 7XA
Department for Transport,High Speed Two (HS2) Limited,04/03/2024,AUC - Phase 1,AUC - 000000,NETWORK RAIL INFRASTRUCTURE LTD,#,C1000_3655 - HALO," £28,344.00 ",#
Department For Transport,National Highways,28/03/2024,Consultants Costs,"SAFETY, ENGINEERING AND STANDARDS",Atkins Jacobs SPaTS 2 Joint Venture,957266,Business Services Research and Development," £28,276.73 ",SE1 2QG
Department For Transport,National Highways,06/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,WSP UK LIMITED,952342,Winter Maintenance - Assets," £28,175.03 ",RG21 4HJ
Department For Transport,National Highways,11/03/2024,Consultants Costs,"CUSTOMER, STRATEGY AND COMMUNICATIONS",IPSOS MORI,952766,Business Services General," £28,173.00 ",E1W 1YW
Department For Transport,National Highways,06/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,952220,Renewals of Structures," £28,169.25 ",OX4 4DQ
Department for Transport,Department for Transport,20/03/2024,Cap Grt Loc Auth,"DG Decarbonisation, Technology and Strategy",EAST LOTHIAN COUNCIL,2000034803,East Lothian 21-22 25% ORCS payment," £28,159.33 ",EH41 3HA
Department For Transport,National Highways,19/03/2024,Consultants Costs,OPERATIONS DIRECTORATE,AECOM LIMITED,954225,Operate General Other," £28,157.84 ",B4 6AT
Department for Transport,Department for Transport,04/03/2024,Publicity,DG Corporate Delivery Group,VMLY&R  A DIVISION OF WPP,2000032721,#," £28,150.00 ",NW1 7QP
Department For Transport,National Highways,11/03/2024,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9211012300000001,Technology Maintenance," £28,139.12 ",EN1 1TH
Department For Transport,National Highways,07/03/2024,Third Party claims costs,FINANCE & BUSINESS SERVICES,GOVERNMENT LEGAL DEPARTMENT,PWI-RC/535858608,Corporate Support Third Party Claims," £28,137.22 ",WC2B 4TS
Department For Transport,Maritime and Coastguard Agency,26/03/2024,Rent,Estates,Hartnell Taylor Cook LLP No. 1 Client Account,233135024,Rent payments for various MCA locations," £28,129.35 ",BS8 3JX
Department for Transport,EWR,12/03/2024,L & P Partner: staffing assistance,Secure Right to Build,Adams Hendry Consulting Limited,15638,Town Planning Advice February 2024," £28,126.90 ",SO23 8RY
Department For Transport,National Highways,21/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,THE POLICE AND CRIME COMMISSIONER FOR WEST YORKSHIRE,955679,RIS 1 Schemes," £28,125.00 ",WF1 3QP
Department For Transport,National Highways,20/03/2024,TA Cost AUC – Non SRN,FINANCE & BUSINESS SERVICES,PERFECT CIRCLE JV LIMITED,954968,Corporate Support Services," £28,122.00 ",LE1 1HA
Department For Transport,National Highways,21/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,TELENT TECHNOLOGY SERVICES LIMITED,955589,Feasibility," £28,117.96 ",CV34 5AH
Department For Transport,National Highways,27/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,957086,RIS 3 Development," £28,098.37 ",NE1 3PL
Department For Transport,National Highways,19/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9903002940374283,Renewals of Roads," £28,094.41 ",M50 3XP
Department For Transport,National Highways,28/03/2024,Contractor Costs,DIGITAL SERVICES,MOTT MACDONALD GROUP LTD,957332,Operate General Management Costs," £28,086.00 ",CR0 2EE
Department For Transport,National Highways,20/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,Octavius Infrastructure Ltd,955121,Renewals of Structures," £28,084.19 ",RH2 9PY
Department For Transport,National Highways,05/03/2024,Contractor Costs,OPERATIONS DIRECTORATE,AMALGAMATED CONSTRUCTION LTD (AMCO),951954,Protocol HRE," £28,072.49 ",LS25 3AA
Department For Transport,National Highways,15/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,CONF9139218259201144,Routine Maintenance," £28,054.10 ",M50 3XP
Department for Transport,Driver & Vehicle Licensing Agency,11/03/2024,Agents Fees,Operations,Driver Vehicle Licensing NI,2000030559,#," £28,013.41 ",BT51 3TA
Department for Transport,British Transport Police,25/03/2024,It Hardware Purch (Noncap),Technology,Sepura Ltd,572662,It Hardware Purch (Noncap)," £27,960.00 ",CB25 9TL
Department For Transport,National Highways,19/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,WJ SOUTH LIMITED,954336,Renewals of Roads," £27,957.27 ",MK17 0BH
Department For Transport,National Highways,18/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,Colas Ltd,CONF9260003449190161,Routine Maintenance," £27,936.46 ",B37 7YB
Department For Transport,National Highways,26/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,JACOBS UK LTD,956526,Renewals of Roads," £27,936.28 ",G2 7HX
Department For Transport,National Highways,07/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,WSP UK LIMITED,952408,Renewals of Technology," £27,924.79 ",RG21 4HJ
Department For Transport,Maritime and Coastguard Agency,27/03/2024,Corporate Travel Contracts (Finance Only),Central Finance,Enterprise Rent A Car Ltd,233134433,Car hire charges for February 2024," £27,920.12 ",TW20 9FB
Department for Transport,Driver & Vehicle Licensing Agency,08/03/2024,Software Licence Expense,Information Services,Wavenet Ltd,2000032661,#," £27,916.50 ",B908BG
Department for Transport,Department for Transport,20/03/2024,Cap Grt Loc Auth,DG Roads and Local Group,BRACKNELL FOREST BC,2000034716,S31 Determination - TSOG Grant," £27,902.54 ",RG12 1AQ
Department For Transport,National Highways,05/03/2024,Contractor Costs,OPERATIONS DIRECTORATE,BALFOUR BEATTY CIVIL ENGINEERING LTD,951957,Protocol HRE," £27,874.00 ",SW1V 1LQ
Department For Transport,National Highways,13/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9100321558174769,Renewals of Structures," £27,866.83 ",OX4 4DQ
Department For Transport,National Highways,25/03/2024,TA Renewal of Structures - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,956085,Renewals of Structures," £27,865.76 ",OX4 4DQ
Department for Transport,Department for Transport,25/03/2024,Cap Grt Loc Auth,DG Roads and Local Group,HARTLEPOOL BOROUGH COUNCIL,2000035381,S31 Determination - TSOG Grant," £27,863.79 ",TS24 7BT
Department For Transport,National Highways,08/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,AtkinsRéalis UK Limited,952619,Renewals of Technology," £27,854.48 ",WR5 1TX
Department For Transport,National Highways,21/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,H W MARTIN (TRAFFIC MANAGEMENT) LTD,955351,Renewals of Technology," £27,834.64 ",DE55 5JY
Department for Transport,Department for Transport,27/03/2024,Other Professional F,DG Corporate Delivery Group,ARVATO LIMITED,2000035822,#," £27,798.41 ",HU10 6DN
Department For Transport,National Highways,11/03/2024,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9120009100000002,Routine Maintenance," £27,797.32 ",OX4 4DQ
Department For Transport,National Highways,19/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,Chevron Traffic Management,954147,Safety," £27,785.31 ",OX9 3XA
Department For Transport,National Highways,11/03/2024,CM - Lump Sum Fees,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9120009000000001,Routine Maintenance," £27,784.01 ",OX4 4DQ
Department for Transport,Department for Transport,20/03/2024,Building Service Cha,DG Corporate Delivery Group,Amey Rail Ltd,2000034890,#," £27,781.39 ",L19 2PH
Department For Transport,National Highways,26/03/2024,TA Cost AUC – Non SRN,DIGITAL SERVICES,LA INTERNATIONAL COMPUTER CONSULTANTS LTD,956570,Corporate Support Services," £27,767.23 ",ST1 5UB
Department for Transport,DVSA,28/03/2024,COMPUTER EQUIPMENT SERVICE CHARGE,HARDWARE - GENERAL,SPECIALIST COMPUTER CENTRE PLC,5100009758,POLY CCX 400 BMP X 150 - MARCH 2024," £27,750.00 ",#
Department for Transport,DVSA,05/03/2024,AGENCY STAFF COSTS,TRANSACTIONAL SERVICE,ALEXANDER MANN SOLUTIONS LIMITED,5100009007,CONTRACTOR FEES - W.E 25.02.24," £27,749.91 ",#
Department For Transport,National Highways,27/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,956830,RIS 3 Development," £27,748.88 ",NE1 3PL
Department For Transport,National Highways,21/03/2024,TA Cost AUC – Non SRN,MAJOR PROJECTS,Gowling WLG (UK) LLP 2022/2027 (TR140),LOMD302834,SR10 Schemes," £27,739.30 ",SE1 2AU
Department For Transport,National Highways,11/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9104210258173884,Renewals of Roads," £27,726.10 ",OX4 4DQ
Department For Transport,National Highways,25/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF8720011746756442r,Routine Maintenance," £27,721.54 ",EN1 1TH
Department For Transport,National Highways,25/03/2024,Legal advice,FINANCE & BUSINESS SERVICES,GOWLING WLG (UK) LLP (PO),956071,Corporate Support Ex Admin," £27,720.44 ",B4 6GA
Department For Transport,National Highways,21/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,JACOBS UK LTD,955413,Renewals of Roads," £27,692.06 ",G2 7HX
Department For Transport,National Highways,14/03/2024,CM - Third Party Damage,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9122013312012395,Routine Maintenance," £27,685.52 ",OX4 4DQ
Department for Transport,DVSA,08/03/2024,IT SERVICES RUNNING COSTS,COE - BAU,CLOUDTHING LIMITED,5100009254,CI CAPABILITY - FEBRUARY 2024," £27,682.50 ",#
Department For Transport,National Highways,06/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,952168,RIS 2 Schemes," £27,566.20 ",G2 7HX
Department for Transport,DVSA,06/03/2024,OTHER PROFESSIONAL FEE,TECHNICAL & APPLICATION SUPPORT,BJSS LIMITED,5100009018,TSS REPORTING SERVICE FEB MILESTONE ON 29 FEB 2024," £27,565.00 ",#
Department For Transport,National Highways,26/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9211301454322747,Renewals of Roads," £27,563.92 ",EN1 1TH
Department For Transport,National Highways,25/03/2024,Consultants Costs,"CUSTOMER, STRATEGY AND COMMUNICATIONS",Atkins Jacobs SPaTS 2 Joint Venture,956258,Business Services Research and Development," £27,540.85 ",SE1 2QG
Department For Transport,National Highways,27/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,957098,RIS 3 Development," £27,540.73 ",NE1 3PL
Department for Transport,DVSA,11/03/2024,IT SERVICES RUNNING COSTS,COLLABORATIVE TOOLS GOVERNANCE & UPSKILLING,CAPGEMINI UK PLC,5100009056,COLLABORATION TOOLS USER RESEARCH - JAN 24," £27,517.50 ",#
Department For Transport,National Highways,20/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Octavius Infrastructure Ltd,955122,Renewals of Roads," £27,515.09 ",RH2 9PY
Department For Transport,National Highways,07/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,AtkinsRéalis UK Limited,952464,Safety," £27,511.58 ",WR5 1TX
Department For Transport,National Highways,07/03/2024,Contractor Costs,OPERATIONS DIRECTORATE,DYER & BUTLER LTD,952471,Protocol HRE," £27,495.99 ",SG1 2ST
Department For Transport,National Highways,28/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,TRL LTD,957313,Renewals of Roads," £27,490.55 ",RG40 3GA
Department For Transport,National Highways,25/03/2024,TA Cost AUC - Programme,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF8720011246679398r,Landscape," £27,482.46 ",EN1 1TH
Department For Transport,National Highways,27/03/2024,TA Cost AUC - Programme,"CUSTOMER, STRATEGY AND COMMUNICATIONS",OVE ARUP & PARTNERS,957103,RIS 3 Development," £27,479.32 ",NE1 3PL
Department for Transport,Department for Transport,08/03/2024,Subsidies Private Se,DG Roads and Local Group,REDACTED,2000033037,#," £27,447.61 ",REDACTED
Department for Transport,High Speed Two (HS2) Limited,21/03/2024,IT - Outsource,P40230 - Information Technology,ATOS IT Services UK Limited,#,BAU 301 C1000_3122 SoR027 - End State Railway Operation," £27,417.60 ",#
Department For Transport,National Highways,27/03/2024,Consultants Costs,OPERATIONS DIRECTORATE,JC PEACOCK AND COMPANY LIMITED,956768,Protocol Strategic Salt," £27,406.77 ",KA8 8AE
Department for Transport,Department for Transport,28/03/2024,Rent - L&B (non-PFI),DG Corporate Delivery Group,Citibase London Millbank,2000036135,#," £27,400.35 ",SW1P 4QP
Department For Transport,National Highways,26/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9211031454316609,Routine Maintenance," £27,395.14 ",EN1 1TH
Department For Transport,National Highways,14/03/2024,CM - Third Party Damage,OPERATIONS DIRECTORATE,AMEY OW LIMITED,CONF9122013312017012,Routine Maintenance," £27,390.11 ",OX4 4DQ
Department For Transport,National Highways,25/03/2024,RM Cost Reimbursable,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF8720011746756422r,Routine Maintenance," £27,384.97 ",EN1 1TH
Department for Transport,Department for Transport,27/03/2024,Basic Franchise Pay,DG Rail Strategy and Services Group,SE TRAINS LTD,2000035885,P2501 Wk4 2024.P12 CP PADJ Periodic Adjustment - S," £27,381.38 ",SW1H 9EA
Department For Transport,National Highways,04/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,ANGLIAN WATER SERVICES LTD (CIS) DIVERT/CONNECT,951817,Feasibility," £27,372.23 ",CM20 9HA
Department for Transport,DVSA,27/03/2024,RENT,ESTATES,BERKLEY ESTATES LONDON LIMITED,1900011541,OTRC - BASILDON MPTC UPLIFT," £27,355.00 ",#
Department for Transport,Department for Transport,12/03/2024,Research,"DG Decarbonisation, Technology and Strategy",MDS TRANSMODAL LIMITED,2000033762,#," £27,325.00 ",CH1 4EB
Department For Transport,National Highways,20/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,KIER TRANSPORTATION LIMITED,954498,Renewals of Roads," £27,309.79 ",M50 3XP
Department for Transport,British Transport Police,21/03/2024,Telephone Calls,Technology,British Telecommunications Plc,571502,Telephone Calls," £27,309.58 ",NE82 6AA
Department For Transport,National Highways,25/03/2024,TA Cost AUC - Programme,MAJOR PROJECTS,JACOBS UK LTD,956319,RIS 2 Schemes," £27,306.94 ",G2 7HX
Department for Transport,Department for Transport,06/03/2024,IT Ser Running Costs,DG Roads and Local Group,GHOST (DIGITAL) LIMITED,2000033147,#," £27,300.00 ",BA14 6LB
Department For Transport,National Highways,06/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,40SEVEN LTD,952121,Renewals of Roads," £27,283.50 ",LS26 8XT
Department For Transport,National Highways,18/03/2024,CM - Third Party Damage,OPERATIONS DIRECTORATE,Colas Ltd,CONF9260003449192342,Routine Maintenance," £27,268.17 ",B37 7YB
Department for Transport,DVSA,18/03/2024,TREASURY SOLICITORS,HR BUSINESS PARTNERING,GOVERNMENT LEGAL DEPARTMENT,5100008848,PROF FEES - UP TO 31.01.24," £27,248.32 ",#
Department For Transport,Maritime and Coastguard Agency,01/03/2024,Comp S/Ware - Non FA,Agresso Business World Project,Arvato,233134332,Arvato additional service fee," £27,248.00 ",HU10 6FE
Department For Transport,National Highways,15/03/2024,CM - Third Party Damage,OPERATIONS DIRECTORATE,CH2M COSTAIN JOINT VENTURE (CHC) (AREA 14 M&C),CONF9142084052044083,Routine Maintenance," £27,233.94 ",DL17 0LG
Department for Transport,Driver & Vehicle Licensing Agency,19/03/2024,Mail Collection/Delivery Costs,Operations,ROYAL MAIL GROUP LIMITED,2000033673,#," £27,231.17 ",S49 1HQ
Department For Transport,National Highways,13/03/2024,TA Cost AUC – Non SRN,MAJOR PROJECTS,G W TOPHAM & SON,LOMD302712,RIS 1 Schemes," £27,215.50 ",PE19 6TR
Department for Transport,Driver & Vehicle Licensing Agency,11/03/2024,Mail Collection/Delivery Costs,Operations,DHL Parcel UK Ltd,2000030457,#," £27,198.54 ",SL1 4LZ
Department For Transport,National Highways,08/03/2024,Contractor Costs,DIGITAL SERVICES,TELENT TECHNOLOGY SERVICES LIMITED,952653,Corporate Support Services," £27,188.76 ",CV34 5AH
Department For Transport,National Highways,20/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,Taylor Woodrow Infrastructure Limited,954859,Renewals of Roads," £27,184.72 ",WD24 4WW
Department For Transport,National Highways,26/03/2024,Publications & Printing,"CUSTOMER, STRATEGY AND COMMUNICATIONS",THE FLASH CENTRE LTD,956634,Corporate Support Services," £27,149.76 ",B32 3DE
Department For Transport,Maritime and Coastguard Agency,26/03/2024,CP - Fuel,Aerial Surveillance and Verification,2Excel Aviation Ltd,233135290,King Air additional charges for February 2024," £27,100.65 ",NN6 0BN
Department For Transport,National Highways,25/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,DDC ENGINEERING SOLUTIONS LTD,956313,Renewals of Roads," £27,078.14 ",WV10 7QZ
Department for Transport,British Transport Police,20/03/2024,Spoc Fib Intel Checks,Intelligence,Home Office Shared Service Centre,572062,Spoc Fib Intel Checks," £27,062.41 ",NP20 9BB
Department For Transport,National Highways,26/03/2024,TA Renewal of Roads - Capital,OPERATIONS DIRECTORATE,RINGWAY INFRASTRUCTURE SERVICES LTD,CONF9211301454321248,Renewals of Roads," £27,041.26 ",EN1 1TH
Department for Transport,Department for Transport,27/03/2024,Legal Consultancy,DG Corporate Delivery Group,EVERSHEDS SUTHERLAND (INTER-,2000035814,#," £27,020.41 ",EC2V 7WS
Department for Transport,Department for Transport,21/03/2024,IT Ser Running Costs,DG Roads and Local Group,GHOST (DIGITAL) LIMITED,2000035047,#," £27,020.00 ",BA14 6LB
Department for Transport,Department for Transport,15/03/2024,Research,"DG Decarbonisation, Technology and Strategy",LOW CARBON VEHICLE PARTNERSHIP,2000034203,#," £27,000.00 ",SW1H 9JJ
